Company Name,Company Link,User Name,Number of Investments,Invested Flag,Amount if Time Ago,Question,Answer
ModVans,https://www.startengine.com/modvans,SJ Phillips,,No,a year ago,"What is the plan for investors getting a return on their capital (dividends, etc.), and also getting their capital returned (i.e. being able to sell their shares)? The only thing I'm seeing for either is a third-party buyout down the road (...which... do you really want, given your seemingly-negative opinion of most major industry players who could end up owning ModVan?). That being insufficiently answered is the main thing that keeps me from investing.

That question asked, kudos on your quick learning. I've been involved enough in both the software and manufacturing industries to appreciate the learning curve of your journey from the former to the latter. Impressive!

Last thought: you might consider using the more accurate word ""orders"" rather than ""sales"" when referring to van order contracts yet to be fulfilled. They aren't sales revenue, at least as far as GAAP is concerned, until you ship. I think that small wording change would improve your credibility.","Thanks for your interest in ModVans! Last June, after our first customer delivery and as orders continued to climb despite a price hike and delivery date increase, we had a series of meetings and discussions with our team and advisers. The team decided to peruse high growth over a ""lifestyle"" business. The ModVans founders have been involved in several early stage companies and understand the implications of this decision. If, for some reason, a compatible exit for investors doesn't materialize within a reasonable amount of time, we will adjust our strategy accordingly - the same team that took us from concept to production to product/market fit is the same team that will be leading ModVans to a return for our investors.

We are not CPAs. Our Form C for this campaign, which includes our financial statements that classify various financial transactions, has been reviewed by two different legal teams and our CPA. According to our CPA, because we have signed contracts and deposits for each ""sale"" and a high likelihood of collecting payment, we should recognize these transactions as revenue. As a CEO for a high growth startup, my initial goal was to find product/market fit. IMO, this is demonstrated by the number of people willing to commit, via signed contracts and deposits, to purchase a CV1 at a given price point - a number that we currently represent by $3.3 million in ""sales"". Now that we have, IMO, demonstrated product/market fit, my focus is on growing production as quickly as possible, without jeopardizing the overall business, so we can get to the next major inflection point.

- P.J. Tezza - CEO, ModVans"
ModVans,https://www.startengine.com/modvans,Nathan Bendall,,No,a year ago,"Hi PJ. Thanks so much for your very thorough explanation on the costs to build the ModVan! My dad and I went on a road trip all the way from the Midwest to Ventura, CA last year. I think the Modvan will do great in sales due to the extreme costs of real estate in SoCal. Houses there easily can cost a Million Dollars or more. Will the extreme increase in homeless there hurt your customers who want to use the Modvan for traveling in SoCal? My dad and I were totally surprised of all the work that is going to make homeless people (and travelers) not welcome in SoCal. There were locks on the stores restroom doors. No parking was allowed overnight. There were no public restrooms to use except the ones at the beach. I wonder where would be a good place for a traveler to park their ModVan in Ventura, CA. and the rest of SoCal? Camping sites are hard to find there. I think that someone would have to buy or rent a small plot of land to park their ModVan on to have a place to stay there. I also want to say thank you for your help getting Ventura back on its feet after the wildfires. #We are Ventura Strong!","There are quite a few places to camp within a 45 minute drive of Ventura, including several spots on the ocean. The CV1 does well really here because there are several camping places nearby that only allow RVs (because there is no water or toilets), but have a few parking spots that are too small for large or even medium sized RVs. As a beach town in SoCal, camping on the ocean is competitive (worst on popular holidays), but there are times of year that you can easily get a site at multiple campgrounds and, for busy times, there are campgrounds that reserve spots for walk-ins (it helps to know all the rules for waiting and to show up early).

A campground is the only legitimate way to camp on the ocean in Ventura, and, the ocean campgrounds are relatively expensive and often competitive, but I think that is appropriate given the value of the underlying resource. If you are willing to drive just a little off the coast, there are campgrounds and even free dispersed camping in the nearby mountains.

I can't get political here, but, I have lived in Atlanta, SF Bay Area and now Ventura and volunteered in shelters and other venues in all 3 places. On the coast of CA, things are competitive and complicated because that is where so many people want to be. In the interior of CA there beautiful places with millions of acres of free dispersed camping we can visit without having to deal with so much overhead. When I'm camping, I tend to alternate between the two - we'll visit the ocean and put up with the rules, then go to the high desert where we can pretty much do as we please.

- P.J. Tezza - CEO, ModVans"
ModVans,https://www.startengine.com/modvans,Nathan Bendall,,No,a year ago,"Hi! I like the flexibility of the modvan. It would be easy for me to drive down the street. I am currently a Millennial who is University Educated. The modvan's purpose is to drive to work during the week and go on road trips during the weekend. However, the MSRP of the modvan at $80,000 USD which seems kind of steep to me! A Brand New Ford Van costs around $35,000-$40,000. So what are the biggest expenses to build it? The Ford Van? Labor? Office Rent in SoCal? I have work at my local campground. I have seen a lot of RVs that are way overpriced with no quality at all that fall apart after a few years. Most Millennials including myself want to move out of our parents houses. A lot of us have student loan debt. We want a place to call our own. We don't want to go further into debt buying a large house. We want the ability to explore our country. I have heard of people who turn school buses into micro houses on wheels. I lack the ability and knowledge to build anything with my two hands. Maybe later modvans could explore the possibility of helping people to turn their dreams of micro houses on wheels into reality? School Bus turned into Loft on Wheels - Tiny House https://www.youtube.com/watch?v=gUYryxKfrUc Thanks for your time! I hope you have a good day!","Thanks for your feedback. Pricing is an important issue. We could have a lower price point with a less expensive base vehicle (ProMaster, used vans, etc.), less expensive components or less expensive to build design. What we decided instead was to build the RV that we would want: The best driving base van, an awesome popup top, modular design (including components mounted under the van to save space), the best components and materials we could buy, plus a feature complete conversion with a furnace, A/C, plumbing, etc.. By staying lean and using modern manufacturing techniques, we've managed to have a price lower than our competitors (see the analysis above).

In addition to having a lower price (for a feature complete camper van with a popup top) than our competitors, we help customers afford the CV1 by building a modular RV that can also serve as a daily vehicle so they can save the costs associated with a owning a separate vehicle for camping. RV financing, RV insurance and potential tax savings, also help customers afford the CV1 when compared with owning a non-RV vehicle (or a camper van built by a company that can't offer RV financing).

The fact that this is a winning combination, at least for some families, is evidenced by $3.3 million in sales in our first 16 months (many made with a 12+ month long wait list).

We understand that, even with RV financing, our choices and pricing are not affordable for all budgets. We hope that as we increase production and become more sophisticated in our manufacturing, we will be able to eventually lower prices and offer more affordable models.

To answer your specific questions about cost drivers, by far, the most expensive individual component in the CV1, both in terms of materials and labor, is the popup top. It is big and beautiful, but it is expensive. The second most expensive part is our awesome and unique furnace / water heater that we mount under the van floor in a custom aluminum enclosure. Number three is the stainless steel refrigerator. For each of these 3 major components and others, there are indeed ways to cut costs, but the result would be a noticeably inferior product.

It is more expensive to manufacture in Ventura, California than Forest City, Iowa, but Ventura is a great location for ModVans. Because of our automation and class B RV design, labor, the item with the biggest potential cost savings in a more remote location, is a smaller percentage of our costs than for a more traditional RV manufacturer. Housing in the Ventura area is some of the most affordable near the cost in California, yet we are close enough to LA to take advantage of its large manufacturing infrastructure. We are also close to the largest camper van sales market in the world – LA and San Diego. Ventura is near several major airports, including LAX, with affordable, non-stop flights to anywhere in the USA. The city and county of Ventura are encouraging and supportive of high quality employers like ModVans, and property and buildings zoned for industrial use are readily available for purchase and lease.

- P.J. Tezza - CEO, ModVans"
ModVans,https://www.startengine.com/modvans,Margaret Deavours,,Yes,a year ago,"I have just invested and hope to eventually be an owner! I would like to know exactly how the modules, seats, etc are removed? It states in several places they are easy to remove to convert to an everyday passenger van or hauler. Perhaps a video showing this would be helpful? also, how much space does it take to store these items when not in use? I love the idea of the versatility, but realistically is it really that easy to convert? Thanks, Margaret","Thanks so much for investing and we look forward to having you as a customer! How much space to store the modules depends on which modules. I'd estimate that you could store all the cabinets, the beds and the 2nd row seats in about 30 square feet. The most commonly removed modules are the driver side storage cabinet - approximately 1.5'x4' and the 2nd row seats - approximately 2'x6'.

The bed panels and cushions friction fit, so they are easy to take in and out. The toilet removes with a latch. The rest of the modules and 2nd row seats are bolted in place with removable bolts. We tried to make the bolts relatively easy to access and operate. Some items, such as the 2nd row seats and passenger side storage cabinet (which has the fridge), are heavy enough that 2 people may be required. For specific details on how to install and/or remove each component, please contact ModVans directly.

We prioritized making the most important items, such as the beds and toilet, easy to convert. Other items, such as the kitchen cabinet are more time consuming, but still possible by a typical person with a socket and wrench set. Beyond versatility, there are two additional benefits to our modular design:

1) To make the modular design work, we mounted major components, such as the furnace, propane tank, inverter and batteries under the van. Not only does this enable the modular design, but is also saves precious space inside the van.
2) We are in the process of designing new modules that we can offer new and existing customers.

- P.J. Tezza - CEO, ModVans"
ModVans,https://www.startengine.com/modvans,Tom Jones,,No,a year ago,"$9 Billion is a big number. What comprises the $900 Billion estimate? New vehicles only or all automotive expenditure across the accessory, repair and maintenance market? Which firm did your valuation work?","Thanks for your interest in ModVans! The $900 Billion Total Addressable Market Size Projection is computed by taking the total number of minivans, pickup trucks, SUVs and Class B RVs sold in 2017 and multiplying by our average sale price of $86,000. The ""average sale price"" is computed by taking our total first year sales and dividing by the number of sales. The average sale price includes options (that is why it is higher than our base price) but does not include accessories, repair or maintenance.
- P.J. Tezza - CEO, ModVans"
ModVans,https://www.startengine.com/modvans,Tom Jones,,No,a year ago,What's the total lifetime cost of the vehicle if I do the 20-year loan? How does that compare to a Sienna? Can your (our) customers reasonably expect a CV1 to last the length of the loan if it's a daily driver?,"We designed our conversion to last at least 20 years. The transit chassis should easily go 250,000 miles (my family put well over that on an Econoline that we sold to another family), so that works out 12,500 miles per year. The average american puts 12,000 miles per year on their car, so we believe that 20 years is reasonable.

RV loans are available with a range of terms, so you could, for example, use a 10 year loan and, with the savings from RV insurance and 2nd mortgage interest write-off, still pay less on a monthly basis than for a well equipped minivan.

When you pay a loan off over a longer term, you will pay more, overall, in interest. You'd have to say how long you plan to own each vehicle, how much you can save with RV insurance and 2nd mortgage interest write-off and how many miles you plan to drive (the minivan will get better gas mileage) to estimate which option would cost the least in total. In the example on our website, we assume that you save $472/month on the vehicle. For 12,000 miles per year, the MPG difference works out to about $50/month. Let's assume that you buy a new minivan every 7 years vs. keep your CV1 all 20. In this case, you save $422/month for 20 years - $8,440 with a CV1 (though you'd be driving a 6 year old minivan vs. a 20 year old CV1 at the end).

- P.J. Tezza - CEO, ModVans"
ModVans,https://www.startengine.com/modvans,Joe Powell,5,Yes,a year ago,"I love the modular (removable components) concept! Countless times over the past 23 years I have removed (and then had to reinstall) seats in my conversion vans in order to haul large items. While doable, this task was always a chore especially with the 2nd row seats since they were bolted to the floor. While I have not seen the CV1 in person, your concept appears to be a ""true"" conversion van re-imagined and better in every way! Keep up the innovation. I have invested; and before your campaign here ends I plan to invest some more. Joe P.","Thanks for the kind words and for investing in ModVans! We have two generations of conversion vans in our family as well.
- P.J. Tezza - CEO, ModVans"
ModVans,https://www.startengine.com/modvans,Roy Pirhala,69,No,a year ago,Correction: I meant to add : why not a simple $100. minimum investment?,"Thanks for your interest in ModVans and the good question! We originally had everything setup to work out to even dollar amounts, but, it turns out that the stock price has to be calculated on a ""fully diluted basis."" In part, this means that the incentive pool of stock we have authorized, but with no shares yet issued, has to be included when calculating to the stock price (technically, when presenting the pre-money valuation to investors). This change led to a price per share of $5.95. More rules say, you can only buy even numbers of shares and 17x$5.95=$101.15 was as close to $100 as we could get (without changing our valuation, which I didn't want to do).
- P.J. Tezza - CEO, ModVans"
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Jorge Perez,,Yes,9 hours ago,I am the same as Ernest Potter below. Invested and nothing received.,Hi Jorge - thank you for your investment! Please check your “documents” section on your online account.
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Ernest Potter,,Yes,7 days ago,"I invested months ago with $1000.00. I have yet to receive any paper work stating anything of my investment nor have I received my bottle of Mezcal in the wooden presentation box.
What I get are e-mails trying to get more investment...","Hi Ernest - Thank you for your investment. I just sent an email to StartEngine regarding your paper work. I do see you in my reports from them, so I'm not sure what the issue is. Regarding the perks, they will be distributed all at once following the closing of OPO campaign."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Alejandro Rivera,,No,13 days ago,"Wow, I'm so happy to see this, I had the opportunity to do a volunteering/internship program with Alfredo Perez-Salinas Sr. back around year 2002 and had the opportunity to meet Ferruko and Miss A. Tijerina and of course spent weeks if not months at El Tinieblo, the growth of the brand since Ferruko got involved is amazing, Congratulations!",Hi Alejandro - That's great to hear. Thank you for following along with our brand!
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Buddha Gautam,15,Yes,23 days ago,How do I know the status of my investment wheather it’s growing or not?,"Hi Buddha - Your investment will grow as ETI grows. We have many exciting developments that we will be sharing on here soon. Remember, the end goal is an acquisition greater than $7.5M. Large spirits houses are on the lookout for early opportunities in craft spirit brands and we already have interest from one of the world's largest."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Martin Uvalle Rodriguez,,Yes,a month ago,"Hello! I invested about a month ago in this company. I noticed the funds are still sitting there. My question is, when will the money start being invested?",Hi Martin - StartEngine has received your funds and you should hear more from them. Thank you for your investment!
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Gary Lawson,37,Yes,a month ago,"Excited about the companies growth. Appreciate the opportunity to invest with a fast growing international company. I was wondering, how much longer will it be until you ship out the individual investors perks. I am looking forward to tasting the product. Thanks!","Thank you Gary! Our goal is to raise enough money to achieve our business plan before closing this opportunity. Once we close, we will begin shipping out the perks!"
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Carlos Flores,,Yes,a month ago,"Hi I invest some, but I will like to have more information about my investment...",Hi Carlos - Thank you for your investment! Please email me at brian@eltinieblo.com so I can help you.
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Eric Zillmer,3,Yes,a month ago,Good Monday Morning I purchased 200 shares on Friday I look forward to picking up A bottle of this premium product and spreading the word all over Southern Ca about this product anything I can do to help let me know i'm in for the long hall Cheer's .,"Hi Eric - That's great, thank you for your investment! We are available at Old Town Tequila so stop by and try it! Make sure to follow us on social media to see what we are up to @mezcaleltinieblo."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Samy Elias Jazrawi Jubis,4,Yes,2 months ago,I just completed my investment and would like to inquire about distribution opportunities in Central America and the Caribbean. I run a large distributor with many leading brands in the wines and spirits space. Kindly let me know who can I contact to explore this opportunity.,Hi Samy - Please send me an email: brian@eltinieblo.com. Thanks!
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Julio Cesar Garcia,,Yes,2 months ago,"I invested $1000.00 on el tinieblo mezcal and supposedly I was going to
get %10 bonus but I only see my 100 share I will like to know went are
going to be added. when I purchase the $1000.00 the system calculate 110
share but I don't have the quantity
also was going to get a letter for the purchase how long it take for the process","Hello Julio, thank you for your investment! StartEngine handles these documents directly but it’s our understanding it can take a few days for those. We will reach out to them and have them contact you."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Adam Field,,Yes,2 months ago,"I'm very interested (I'm a huge fan of mezcal and agree that it's going to be an explosively large market in the pretty near future) - but I want to make sure that I would able to actually pick up my investor perk: is there any way to be able to know in advance, as I live in California, whether it *would* be necessary to ""pick up at a to be determined designated point"", and if so, if there's any guarantee as to the general number or location of those spots? Since as written, you could technically make me pick it up from a single location 7 hours away? (California is *huge*!) Thanks","Hello Adam, thank you for your interest! Since we already have distribution in California, we will likely be able to ship it to you or you would be able to pick it up in LA if you preferred. The issue with shipping is that some states do not allow alcohol to be shipped in so that is when people would need to pick it up."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Buddha Gautam,15,Yes,2 months ago,congratulation for the awards...,HI Buddha - Thank you for the congratulations and being our first StartEngine investor!
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Jennifer Knox,20,Yes,2 months ago,"Way to go ! I knew it!
Jennifer knox",Hi Jeniffer - Thank you for you investment! More exciting news to come.
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,laurent lanneau,3,Yes,2 months ago,Congratulations on these 3 new awards! I invested in your company 3 months ago when can I expect to receive the per? I can't wait to taste your Mezcal! :) Thanks.,Hi Laurent - Thank you for your investment! The perks will be paid out upon completion of the investment round.
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Paul Stern,6,Yes,2 months ago,"In your latest update, you noted that there was a change in your executive team. Can you please explain what changes were made, and why? Thank you","Hi Paul - Thank you for your question.

We made some exciting changes. As our company grows, we are making changes to our team to meet our needs. Our current VP of Sales, Matt McKean, will now lead Business Development and Nikko GIbler is moving from VP Marketing to a new position in Special Projects. Also, we are excited to bring on board a new VP of Marketing, Alessandro Santarelli, an experienced branding and marketing executive that is eager to work with us as we grow."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Barnaby Zelman,16,Yes,2 months ago,"Thanks for this opportunity to invest, I'm glad to be a supporter of your business.",Hi Barnaby - Thank you for investing and all your support!
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Chris Daniluk,,No,2 months ago,"Who is your Colorado Distributor? I live in Denver and work in the industry; I would like to present this to a local liquor store and they'll need to know whom to reach out to for purchase (if they like your product.)

In regards to investing:
Your ownership chart breaks down that ETI owns TAMA USA, most of TAMA Canada, and some portions of future subsidiaries and JVs (and none of the independent partners used). How are you determining your ownership percentage of a future JVs? Am I mis-reading this chart?

You've stated to another investor that $7.5M is the valuation for all of ETI, but only 10% has been set aside for OPO investors. This would value the OPO portion at $750,000, but your Start Engine campaign is for $1M. Am I understanding the valuation of the company (and offering) correctly?","Hi Chris - Thank you for your interest. Please see below:

COLORADO DISTRIBUTION
We’re still working on nailing down Colorado distribution, but since you're in the business, I would like to talk with you about this. Please email me at brian@eltinieblo.com when you have a chance. I’m in Denver too.

OWNERSHIP
You have the ownership chart correct. Future JV's will be handled on a case by case basis. Roughly speaking, the other party would provide the needed start-up capital and local resources while we would offer the new operation use of the El Tinieblo name in the company title, special pricing and operational resources. ETI will always own a majority share in any operation using our name in it’s company title.

VALUATION
$7,500,000 is the pre-money valuation. It will go up once we close the round."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Gary Lawson,37,Yes,4 months ago,Thank you for all your hard work and congratulations on the UK deal! When can investors expect the offerings to be sent out?,Hi Gary - Thank you for your investment! It will be finalized upon the next disbursement of funds at which time you will get your subscription agreement and a proof of purchase
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Paul Stern,6,Yes,4 months ago,Thank you for being so responsive to my questions. I have one last question regarding valuation. As I read your documents. It appears that Mr. Mckean and Mr. solinas will retain a 95% ownership. Is the valuation of $7.5 million for the remaining 5%? Or is the $7.5 million covering 100% of the company?,HI Paul - No problem. The pre money valuation covers the whole company. 10% of the equity has been set aside for the OPO investors.
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Paul Stern,6,Yes,4 months ago,How many cases are you currently selling per month?,"Hi Paul - Thank you again for your interest. While I’m not in the position to provide sensitive numbers in this forum, I can tell you that our sales are growing fast. We've just opened distribution in Colorado and the UK and will be announcing a major new distributor for Canada in the coming days."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Paul Stern,6,Yes,4 months ago,I clicked on your link to Spec’s and they are selling your product for $38.00 that normally sells for $207.00. Why are they selling at such a big discount?,Hi Paul - Thank you for your interest and your question. The price difference you're referring to is per bottle vs per case.
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Anna Varvara Makra,3,No,6 months ago,The article link is not working. Can you please re-post the article?,"HI Anna - Thank you for your email. Please try this: https://fortune.com/2019/08/04/mezcal-industry-cocktails/
It can also be accessed through Flipboard if you're still having trouble: https://flipboard.com/@fortune/has-mezcal-become-too-big-for-its-own-good/a-RupkivguSuC_PUGc_0sDeQ%3Aa%3A3195428-1e9325cdc1/fortune.com"
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,B B,,No,7 months ago,"A few questions:

1. At what price does ETI purchase a 9L case from MDT and how is this determined? (i.e., can they change this price arbitrarily to reduce value accruing to ETI in favor of MDT owners?)
2. What is your current average selling price to your NY, LA and CA distributors?
3. Does ETI have exclusivity on non-Mexico markets? What are the terms of this agreement and can it be changed? (i.e., what stops another subsidiary being launched that competes with ETI or houses the rights to sell into other markets?)
4. By what means can MDT revoke the distribution right to El Tinieblo from ETI?
5. What is the current annual production?","Hi BB - Thank you for your interest. While I’m not in the position to provide sensitive numbers in this forum, I'll try and address the gist of your questions below:

ETI / MDT AGREEMENT:
• Long-term agreement with automatic renewals.
• Provides ETI exclusive distribution and naming rights to all markets outside Mexico. Any new importers, distributors or subsidiaries / JV's or usage of the El Tinieblo name (or any other brand from MDT) within the territory will be under ETI.
• MDT’s pricing is close to cost and very favorable to ETI, providing us with a competitive edge when it comes to margin.
• While pricing can be renegotiated on an annual basis, any increase would be tied to the US Consumer Pricing Index, should the parties be unable to agree.
• Outside of typical provisions, MDT may only terminate if mutually agreed upon annual sales goals are not met for three consecutive years.

PRODUCTION SCALABILITY:
• Rancho El Tinieblo contains over 1M agave plants and 25 new ones are planted for every one used.
• Though the ranch already had sufficient capacity, they have just added two additional stills in anticipation of even more volume in the future.
• The ranch can increase volume 15x without improvements.
• Plans to upgrade the facility to handle even more volume and increase efficiency, including architectural drawings, are in development."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Israel Ponce,4,No,7 months ago,"Hola me encanta el nombre del TINIEBLO hecho lo usaban en una novela colombiana muy famosa, que no se si pueda decir su nombre, pero han hecho muchas versiones de ella (BLF). También me gustaría invertir porque he escuchado que el Mezcal esta tomando popularidad sobre el Tequila, estaba leyendo que, esta clase de acciones no tienen derecho a votar en junta de consejo y ni a reparto de utilidades, ¿correcto? Sí esto es así, yo como inversionistas tendría que esperar a que la empresa sea adquirida para que yo pueda ver una ganancia a mi inversión, por favor comenten.",Hola Israel - Gracias por tu interés . Estás en lo correcto . Nuestra meta es una adquisición arriba de los $7.5M en un futuro cercano. Grandes casas de destilados están en la búsqueda de marcas de destilados artesanales y nosotros ya tenemos el interés de una de las más grandes del mundo. También los destilados de agave tienden a tener una evaluación más grande por qué los procesos de producción tienen una mano de obra más intensa y por la oferta limitada de agave . También el hecho que Rancho El Tinieblo cuenta con más de un millón de agaves y que por cada agave que cosechamos plantamos 25 nos ayudará con la evaluación de la empresa .
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Jordan Slay,,Yes,7 months ago,"I'm reading through your 94 page Offering Detail Memorandum now. To help make it easy, how will investors make money per share purchased?

For clarity, is the end goal of Tinieblo to be acquired at a valuation of $7.5M or greater?","Hi Jordan - Thank you for your interest. Yes, the end goal is an acquisition greater than $7.5M. Large spirits houses are on the lookout for early opportunities in craft spirit brands and we already have interest from one of the world's largest. On a side note, agave based spirits tend to bring higher valuation multiple because the manufacturing process is more labor intensive and agave supply is limited. Also, the fact that Rancho El Tinieblo contains around 1M agave plants, and that we always plant 25 new ones for each one we use, will help with our valuation."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Harold Tolchinsky,3,No,7 months ago,thanks-would your your market be narrower ( eg. market for a particular spirit such as Tequila or vodka) ?,"Hi Harold - As a craft spirit, which is the fastest growing segment worldwide, our global serviceable market is around 6 billion USD. When it comes to specific spirits, mezcal is consolidated with tequila (as agave based spirits) in market reports, which show the combination to be worth about $1.2 billion USD globally from an exporters standpoint."
El Tinieblo International,https://www.startengine.com/el-tinieblo-international,Harold Tolchinsky,3,No,7 months ago,what is your Total Addressable Market ?,"Hi Harold - Thank you for your question. The total global spirits market is worth about $1,350 billion in US dollars."
Boku International,https://www.startengine.com/boku-international-inc,Craig Vom Lehn,27,No,a month ago,What's the pre-money valuation at $0.50/share? Share price isn't the same as valuation.,just over $5million
Boku International,https://www.startengine.com/boku-international-inc,victor caballero,14,Yes,a month ago,Congrats on continued success. Checking on perks. Also for the discount is that available at the store and online and how do we redeem? Thank you!,Hi Victor! Perks are being processed and should be sent shortly. thanks for your patience. Discount can be applied online or at Bōku HQ in Ojai.
Boku International,https://www.startengine.com/boku-international-inc,Becky Thompson,5,Yes,a month ago,"Team Boku, I wanted to applaud your courage in standing strong and being steadfast when it came to dream for Boku and not diluting the product (literally or figuratively). Staying true to your values does take courage, and it also takes resiliency--I'm so glad your family is sticking this out and taking the high road. What doesn't tear you apart will make you stronger, I don't know the whole story but I am glad you are doing what is right--not just what is easy. Leaving a legacy your family can be proud of is worth the fight. Bless you all!","Great if you could please reply with your email address.
Thanks!"
Boku International,https://www.startengine.com/boku-international-inc,Becky Thompson,5,Yes,a month ago,"Becky Thompson
Dec 11, 05:36 PST
I invested (back in August and September) enough to receive some of the
products as a perk. Is it possible to find out when I will receive the
product. I'm planning to sample some products from the website after I
receive the perks to help me determine how much more to invest. Thanks,
Becky","Hi Becky, Thanks you so much for the support! We are thrilled and honored to have you onboard! Your perks are being processed,though I can't say from here exactly where this stands. I will ask Serena to check status and reach out to you!

Best,
Reno"
Boku International,https://www.startengine.com/boku-international-inc,Sean Stobart,10,No,a month ago,"Reno & Lynn,
Happy New Year to you, your loved ones & the Boku Superfoods Team!!
Will you be extending your campaign here for 2020 so we can help you get to that $1.07M max raise goal or not?!
Will it still be $0.50/share? Valuation?
Please advise so I can budget accordingly for 1st qtr and beyond.
I cannot wait to be a part of this amazing, long-term journey with you.
All the best wishes,
Sean","Hi Sean! Can’t say enough how much your note means! We will be extending at the same valuation, thanks for asking. Please don’t hesitate though, if you are considering increasing your stake. It’s hard to say when we will bring the campaign down or what exact changes will take place regarding share price, valuation, etc. as there are so many determining factors and things are happening very quickly. Please feel free to reach me at any time. Meanwhile, we are sending our very best wishes for a happy and healthy 2020!
Reno and Lynn"
Boku International,https://www.startengine.com/boku-international-inc,James Washington,6,No,a month ago,"Hello, I'm interested in investing but was wondering- will the campaign be extended again or is this the final raise?","Hi James. Thanks for your interest
In Bōku! We will be extending with significant changes to the campaign page forthcoming. Best, Reno"
Boku International,https://www.startengine.com/boku-international-inc,Jean Brinkman,26,Yes,a month ago,"Hi Lynn,

I tried the number but it says it is disconnected. Can you give me another number. My investment has cleared.","Sorry! 805-650-2658
There may not be anyone in customer service until Monday but please try again."
Boku International,https://www.startengine.com/boku-international-inc,Jean Brinkman,26,Yes,a month ago,"I invested in Boku and was looking forward to trying the ""perks"". Will they be sent out automatically or is something else needed? I certainly believe the world needs super foods at this point so look forward to trying your product.","Hi Jean! Thanks so much for joining us! Yes, perks are sent automatically once your investment is cleared and confirmed.
Yiu can call us directly with any questions or concerns. 806-650-2658
Best,
Reno"
Boku International,https://www.startengine.com/boku-international-inc,Lawrence COLLINS,12,No,3 months ago,"I'm interested in super foods but this is the first time I ever heard of your company. How do you get customers when you don't sell in regular retail stores? The only way I found you was when I found Start Engine on Facebook and I was scrolling thru the different companies I came across Boku. By the way, Boku in Japan means ""Me or I"". Could you e-mail a list and cost of some of your super foods? edlovesdebi3@yahoo.com. Thank you. Lawrence Collins","Hi Lawrence, we are a direct consumer, online company. All Bōku products are available directly on our website from which we capture orders and ship to customers in 65 countries worldwide.
www.bokusuperfood.com
We chose this model and to avoid traditional retail when we started the company back in 2007. I have decades of experience in direct consumer marketing but also leading our decision is the ability to offer the highest quality ingredients at competitive prices. Because we sell direct, the customer does not have to absorb jobber fees, broker fees, slotting fees, ad allowances and other costs that drive prices up in retail stores.

We also like the cash flow dynamics and ability to maintain direct relationships and communication with our customers.

We have historically acquired customers through word of mouth by providing industry leading products and unparalleled customer experiences. We are now also embarking on aggressive strategic digital marketing campaigns leveraging Facebook, Instagram, Google, etc.

Thanks for sharing. We are aware of the Japanese meaning. To us Bōku means “love life”. Please feel free to visit our site to see all Bōku products. Hope this helps and that you elect to invest in Bōku whole the shares are only .50 each!
Thanks and best,
Reno
Reno R.Rolle
Chairman and Co-CEO"
Boku International,https://www.startengine.com/boku-international-inc,Sean Stobart,10,No,3 months ago,"Awesome!! Love, love this!!!
I’m looking forward to this early investing, growing together and fascinating journey ahead!!
Are you going to extend this closing round another 60-90days so you can raise the max $1.07M or not?!💰🤷‍♂️
Exciting angel investors want to know!",Hi Sean! Thanks for sharing the positivity and enthusiasm! We are extending and look forward to meeting our goal with the help of supporters like you!
