Restaurant name,Link in manta,Manta verified,Street address,City,State,Postal code,Phone number,Website,Description
Japanese Restaurant,https://www.manta.com/c/mm3vrpn/japanese-restaurant,False,,Monterey Park,CA,91754,(626) 282-9829,,Japanese Restaurant
Tortas Ahogadas LA Tapatia,https://www.manta.com/c/mrndx34/tortas-ahogadas-la-tapatia,False,11101 Avalon Blvd,Los Angeles,CA,90061,(562) 743-1870,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.tortasahogadaslatapatia.com&s=05fb51ba209f2f4a63c19e32cea31597&cb=4153330&emid=mrndx34,"TORTAS AHOGADAS LA TAPATIA -A unique taste of the southwest of Mexico. We proudly serve traditional mexican cuisine creating our own ""tortas ahogadas"
B W Restaurant Inc,https://www.manta.com/c/mhb835r/b-w-restaurant-inc,False,3944 Peck Road # 1,El Monte,CA,91732,(626) 452-1818,,
Mei Restaurants LLC,https://www.manta.com/c/mhb0ydp/mei-restaurants-llc,False,3500 West Sunset Boulevard,Los Angeles,CA,90026,(626) 234-1371,,
Patina Restaurant,https://www.manta.com/c/mmptz4q/patina-restaurant,False,141 South Grand Avenue,Los Angeles,CA,90012,(213) 972-3331,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.patinarestaurant.com&s=ad322aab887883b3740ca2a6d7c34c2d&cb=4153331&emid=mmptz4q,
Crustacean Restaurant,https://www.manta.com/c/mt19vvk/crustacean-restaurant,False,9646 Santa Monica Boulevard,Beverly Hills,CA,90210,(310) 205-8990,https://www.manta.com/urlverify?redirect=http%3A%2F%2FHouseofan.com&s=09fff7dc5201b2256b585cb37210159a&cb=4153331&emid=mt19vvk,
M C Restaurant,https://www.manta.com/c/mr0vqkx/m-c-restaurant,False,8855 Rosecrans Avenue,Downey,CA,90242,(562) 529-7707,,
Azon's Restaurant,https://www.manta.com/c/mr04ylk/azon-s-restaurant,False,11612 South Street,Artesia,CA,90701,(562) 402-6727,,
"Ef Restaurants, Inc",https://www.manta.com/c/mhbz3dh/ef-restaurants-inc,False,1154 East San Antonio Drive,Long Beach,CA,90807,(562) 595-8015,,
Bricks Restaurant,https://www.manta.com/c/mh03z2v/bricks-restaurant,False,3626 Fruitland Avenue,Maywood,CA,90270,(323) 553-9677,,
Gambrinus Restaurant,https://www.manta.com/c/mb8r2hv/gambrinus-restaurant,False,136 Internatl Boardwalk,Redondo Beach,CA,90277,(310) 376-9215,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.gambrinusonline.com&s=3b002f75db486a79570e5662ecfb0960&cb=4153338&emid=mb8r2hv,
Bronco Restaurant,https://www.manta.com/c/mby2sgv/bronco-restaurant,False,16205 Parthenia Street,North Hills,CA,91343,(818) 830-5940,,
Secret Restaurant,https://www.manta.com/c/mm8813f/secret-restaurant,False,6541 Hollywood Boulevard,Los Angeles,CA,90028,(323) 463-5156,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.thesecretathollywood.com&s=99e5d726bb180881e22e258f7e25999e&cb=4161967&emid=mm8813f,
Bagnet Restaurant,https://www.manta.com/c/mmjs1rd/bagnet-restaurant,False,1428 East Colorado Street,Glendale,CA,91205,(818) 548-4277,https://www.manta.com/urlverify?redirect=http%3A%2F%2F5Seasonsrestaurant.com&s=b7369c146815da3906a329526a34819a&cb=4161967&emid=mmjs1rd,
Melisse Restaurant,https://www.manta.com/c/mmddq58/melisse-restaurant,False,1104 Wilshire Boulevard,Santa Monica,CA,90401,(310) 395-0881,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.melisse.com&s=6dbe53eec21c4f4f01ec87db3dff4e1a&cb=4161967&emid=mmddq58,
Trocadero Restaurant,https://www.manta.com/c/mb502gm/trocadero-restaurant,False,1514 Sunset Plaza Drive,Los Angeles,CA,90069,(323) 462-6227,,
Chayka Restaurant,https://www.manta.com/c/mb55crm/chayka-restaurant,False,6915 Van Nuys Boulevard,Van Nuys,CA,91405,(818) 785-9207,,
Armenia Restaurant,https://www.manta.com/c/mmnphjj/armenia-restaurant,False,8131 San Fernando Road,Sun Valley,CA,91352,(818) 252-7991,,
Tagine Restaurant,https://www.manta.com/c/mm7vmr1/tagine-restaurant,False,132 North Robertson Boulevard,Beverly Hills,CA,90211,(310) 360-7535,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.taginebeverlyhills.com&s=9ff78228657e5fc44726704fad108566&cb=4161969&emid=mm7vmr1,
Shipmates Restaurant,https://www.manta.com/c/mmfbp4f/shipmates-restaurant,False,11424 South Street,Artesia,CA,90703,(562) 924-3211,https://www.manta.com/urlverify?redirect=http%3A%2F%2FShipmatessportsbar.com&s=be37ab87a409645292465cf4760c0570&cb=4161969&emid=mmfbp4f,
Azteca Restaurant,https://www.manta.com/c/mmj13q7/azteca-restaurant,False,717 South San Gabriel Boulevard,San Gabriel,CA,91776,(626) 287-4645,,
Jjang Restaurant,https://www.manta.com/c/mr09mmc/jjang-restaurant,False,5258 Beach Boulevard,Buena Park,CA,90621,(714) 994-0088,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.jjangrestaurant.com&s=c0b82961d1c0c550077b06653144dd59&cb=4161970&emid=mr09mmc,
Candelareno Restaurant,https://www.manta.com/c/mhw7p0w/candelareno-restaurant,False,4601 South Broadway,Los Angeles,CA,90037,(323) 231-9205,,
Laronda Restaurant,https://www.manta.com/c/mm470kv/laronda-restaurant,False,3531 East Cesar East Chavez Avenue,Los Angeles,CA,90063,(323) 267-0358,,
Torung Restaurant,https://www.manta.com/c/mmpvmx5/torung-restaurant,False,5657 Hollywood Boulevard,Los Angeles,CA,90028,(323) 464-2750,,
Restaurant Kiyosuzu,https://www.manta.com/c/mmpw9lp/restaurant-kiyosuzu,False,921 South Baldwin Avenue # B,Arcadia,CA,91007,(626) 445-4756,,
Lelit Restaurant,https://www.manta.com/c/mmpctn4/lelit-restaurant,False,109 East 9th Street,Los Angeles,CA,90015,(213) 489-5156,,
Gaon Restaurant,https://www.manta.com/c/mtr0ht2/gaon-restaurant,False,2063 East Colorado Boulevard,Pasadena,CA,91107,(626) 796-9604,,
"Rubio's Restaurants, Inc",https://www.manta.com/c/mryj0b9/rubio-s-restaurants-inc,False,6167 Bristol Parkways,Culver City,CA,90230,(619) 299-0647,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.rubios.com&s=c6e4a0e07fdebd60352e232b51c76816&cb=4161972&emid=mryj0b9,
Commomwealth Restaurant,https://www.manta.com/c/mby1jqn/commomwealth-restaurant,False,222 South Glenoaks Boulevard,Burbank,CA,91502,(818) 845-2225,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.restaurantcw.com&s=fa8b3e0051ab6e88a950dd622c496c28&cb=4161972&emid=mby1jqn,
"Cyc Restaurant, Inc",https://www.manta.com/c/mbyyjh4/cyc-restaurant-inc,False,5640 North Gladys Avenue,San Gabriel,CA,91776,(818) 987-5452,,
"Plunge Restaurant, LLC",https://www.manta.com/c/mhbmt3p/plunge-restaurant-llc,False,1900 East Ocean Boulevard,Long Beach,CA,90802,(562) 373-7164,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.plungelbc.com&s=0f66ef6319b4a57d5b12e3b3a7122a57&cb=4161973&emid=mhbmt3p,
Cravings Restaurant,https://www.manta.com/c/mtxchpg/cravings-restaurant,False,8653 West Sunset Boulevard,Los Angeles,CA,90069,(310) 652-6104,https://www.manta.com/urlverify?redirect=http%3A%2F%2FCravingsrestaurant.com&s=b12db0916ea0a9f9d34a41329ed4dae6&cb=4161973&emid=mtxchpg,
Bruce's Restaurant,https://www.manta.com/c/mtxc5vv/bruce-s-restaurant,False,12623 Imperial Highway 210,Santa Fe Springs,CA,90670,(562) 868-4660,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fbrucesprimeribandspirits.com&s=f16cce4990ff1e89c0bf40e71f7a6d2d&cb=4161974&emid=mtxc5vv,
Chabelitas Restaurant,https://www.manta.com/c/mtbpblq/chabelitas-restaurant,False,10767 San Fernando Road,Pacoima,CA,91331,(818) 899-8047,,
Panchitos Restaurant,https://www.manta.com/c/mr5khmf/panchitos-restaurant,False,3615 Monterey Avenue,El Monte,CA,91731,(626) 579-1611,,
Yatsuhashi Restaurant,https://www.manta.com/c/mhh9xn7/yatsuhashi-restaurant,False,111 South San Pedro Street,Los Angeles,CA,90012,(213) 625-1722,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fizakayafu-ga.com&s=f2314e02e3361f09e7ba8e586b3b8214&cb=4161975&emid=mhh9xn7,
Ihop Restaurant,https://www.manta.com/c/mbdzzhj/ihop-restaurant,False,2227 North Figueroa Street,Los Angeles,CA,90065,(323) 224-9163,https://www.manta.com/urlverify?redirect=http%3A%2F%2FIhop.com&s=642df542a13f12449cd79652b080c42a&cb=4161975&emid=mbdzzhj,
F O H Restaurant,https://www.manta.com/c/mhqybvf/f-o-h-restaurant,False,615 South Flower Street,Los Angeles,CA,90017,(213) 537-0554,,
Judy's Restaurant,https://www.manta.com/c/mmptygw/judy-s-restaurant,False,5165 Whittier Boulevard 105,Los Angeles,CA,90022,(323) 261-6766,,
Haru Restaurant,https://www.manta.com/c/mmpvhq1/haru-restaurant,False,480 South San Vicente Boulevard,Los Angeles,CA,90048,(323) 782-0547,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.sushibyh.com&s=8e9bb45625fad0587bc67a770addd22c&cb=4161976&emid=mmpvhq1,
Nita's Restaurant,https://www.manta.com/c/mmjlzzj/nita-s-restaurant,False,22028 Avalon Boulevard,Carson,CA,90745,(310) 835-7175,,
Hata Restaurant,https://www.manta.com/c/mm3xzld/hata-restaurant,False,328 East 1st Street Floor 2,Los Angeles,CA,90012,(213) 617-7839,https://www.manta.com/urlverify?redirect=http%3A%2F%2FTamon-Ten.com&s=450d6b55bc92b2191de5c709d8020926&cb=4161977&emid=mm3xzld,
Norms Restaurant,https://www.manta.com/c/mkhqzrd/norms-restaurant,False,20420 Avalon Boulevard,Carson,CA,90746,(323) 379-2319,,
Ding's Restaurant,https://www.manta.com/c/mtx7sly/ding-s-restaurant,False,120 North San Gabriel Boulevard J,San Gabriel,CA,91775,(626) 309-0836,,
Eva Restaurant,https://www.manta.com/c/mt424nl/eva-restaurant,False,7458 Beverly Boulevard,Los Angeles,CA,90036,(323) 634-0700,https://www.manta.com/urlverify?redirect=http%3A%2F%2FEvarestaurantla.com&s=07915a1ff087a6f1364f2a1c2f6d1f88&cb=4161978&emid=mt424nl,
Topz Restaurant,https://www.manta.com/c/mh4sq8x/topz-restaurant,False,8593 Santa Monica Boulevard,West Hollywood,CA,90069,(310) 659-7289,,
Ombra Restaurant,https://www.manta.com/c/mh4hy69/ombra-restaurant,False,3737 Cahuenga Boulevard,Studio City,CA,91604,(818) 985-7337,,
Arunee Restaurant,https://www.manta.com/c/mhyj71v/arunee-restaurant,False,240 North Virgil Avenue,Los Angeles,CA,90004,(213) 385-6653,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.aruneethaikitchen.com%2F&s=7075d730c19f412736351892bd8e34f0&cb=4170169&emid=mhyj71v,
Alma Restaurant,https://www.manta.com/c/mh54n88/alma-restaurant,False,952 South Broadway,Los Angeles,CA,90015,(213) 444-0984,,
Lousinian Restaurant Inc,https://www.manta.com/c/mh4ynfx/lousinian-restaurant-inc,False,6325 Hollywood Boulevard,Los Angeles,CA,90028,(323) 745-0656,,
Hillston Restaurant,https://www.manta.com/c/mh5jdd7/hillston-restaurant,False,122 South Beverly Drive,Beverly Hills,CA,90212,(310) 550-4557,,
Puran's Restaurant,https://www.manta.com/c/mhsdr83/puran-s-restaurant,False,2064 Hillhurst Avenue,Los Angeles,CA,90027,(323) 667-1357,,
Sun's Restaurant,https://www.manta.com/c/mh08vyl/sun-s-restaurant,False,6441 North Figueroa Street,Los Angeles,CA,90042,(323) 258-1929,,
Mariposa Restaurant,https://www.manta.com/c/mh5lzv1/mariposa-restaurant,False,217 Pine Avenue,Long Beach,CA,90802,(562) 436-3600,,
Islands Restaurant,https://www.manta.com/c/mh0hw0f/islands-restaurant,False,7539 Carson Boulevard,Long Beach,CA,90808,(562) 421-6859,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.islandsrestaurants.com&s=09d45186949f16a826a7672fd5c932a2&cb=4170171&emid=mh0hw0f,
Diaz Restaurant,https://www.manta.com/c/mh4c1xb/diaz-restaurant,False,10805 Orr And Day Road,Santa Fe Springs,CA,90670,(562) 863-0354,,
Village Restaurant,https://www.manta.com/c/mmp1rty/village-restaurant,False,6333 West 3rd Street 334,Los Angeles,CA,90036,(323) 936-9340,https://www.manta.com/urlverify?redirect=http%3A%2F%2FVillagerestaurant.com&s=4477c3fea48137cd4cce1f7675bd1599&cb=4170171&emid=mmp1rty,
Yabu Restaurant,https://www.manta.com/c/mmylwrb/yabu-restaurant,False,11820 West Pico Boulevard,Los Angeles,CA,90064,(310) 473-9757,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.yaburestaurant.com&s=638b1fe8d5a87afd634374d5ff022929&cb=4170172&emid=mmylwrb,
Laramadita Restaurant,https://www.manta.com/c/mmd3qqs/laramadita-restaurant,False,5938 Vineland Avenue,North Hollywood,CA,91601,(818) 506-6473,,
Restaurant Komasa,https://www.manta.com/c/mm09nmk/restaurant-komasa,False,351 East 2nd Street,Los Angeles,CA,90012,(213) 680-1792,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.komasasushi.com&s=cdd728c563bf66e14e9f9bb883920dfa&cb=4170173&emid=mm09nmk,
Lossombreros Restaurant,https://www.manta.com/c/mm0l353/lossombreros-restaurant,False,8019 Florence Avenue,Downey,CA,90240,(562) 928-6964,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.lossombrerosmexican.com%2F&s=428b8c166cec3ef4b3a522dd750d843f&cb=4170173&emid=mm0l353,
Kakzan Restaurant,https://www.manta.com/c/mm0ymp8/kakzan-restaurant,False,1757 West Carson Street # L,Torrance,CA,90501,(310) 320-5511,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.sushinozomi.com&s=ad2c2309ae630c45c71ed2bb27e37127&cb=4170173&emid=mm0ymp8,
Aki Restaurant Inc,https://www.manta.com/c/mmg6gs0/aki-restaurant-inc,False,11513 Santa Monica Boulevard,Los Angeles,CA,90025,(310) 479-8406,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.akirestaurant-la.com&s=c4552848dc3fb2f571ceb41ea21ef5e3&cb=4170174&emid=mmg6gs0,
Spires Restaurant,https://www.manta.com/c/mmg6nct/spires-restaurant,False,10900 Alondra Boulevard,Cerritos,CA,90703,(562) 865-2717,https://www.manta.com/urlverify?redirect=http%3A%2F%2FPerisrestaurant.com&s=a812642e25038b3fba9ce287572637b2&cb=4170174&emid=mmg6nct,
"Rubio's Restaurants, Inc",https://www.manta.com/c/mmscxk5/rubio-s-restaurants-inc,False,330 East Clrado Boulevard Street 238,Pasadena,CA,91101,(626) 535-9383,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.rubios.com&s=c6e4a0e07fdebd60352e232b51c76816&cb=4170175&emid=mmscxk5,
Norm's Restaurants,https://www.manta.com/c/mm2b4sb/norm-s-restaurants,False,2448 Pacific Coast Highway,Lomita,CA,90717,(310) 530-5516,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.normsrestaurants.com&s=97a1ded516313a8e26abd4722559e0e8&cb=4170175&emid=mm2b4sb,
Yamashiro Restaurant,https://www.manta.com/c/mm74wcc/yamashiro-restaurant,False,1999 North Sycamore Avenue,Los Angeles,CA,90068,(323) 337-9400,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.yamashirorestaurant.com&s=179474c4e04a0239f46b82ec33141968&cb=4170175&emid=mm74wcc,
"Kabuki Restaurants, Inc",https://www.manta.com/c/mmcx320/kabuki-restaurants-inc,False,88 West Colorado Boulevard # 103,Pasadena,CA,91105,(626) 568-9310,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.kabukirestaurants.com&s=98d03db3c73bb7b19434e6d240e99830&cb=4170176&emid=mmcx320,
Canton Restaurant,https://www.manta.com/c/mmf5znj/canton-restaurant,False,1110 South Long Beach Boulevard # 1,Compton,CA,90221,(310) 608-1026,,
Vicky's Restaurant,https://www.manta.com/c/mmykxk6/vicky-s-restaurant,False,10407 Atlantic Avenue,South Gate,CA,90280,(323) 567-2234,,
Jaragua Restaurant,https://www.manta.com/c/mm4ysr0/jaragua-restaurant,False,4493 Beverly Boulevard,Los Angeles,CA,90004,(323) 661-1985,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.jaraguarestaurant.com&s=194d146cd0a93f3b2421e595a3423221&cb=4170177&emid=mm4ysr0,
Koutoubia Restaurant,https://www.manta.com/c/mmfpndh/koutoubia-restaurant,False,2116 Westwood Boulevard,Los Angeles,CA,90025,(310) 475-0729,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.koutoubia.org&s=fdac9c7b0fc88c8ab92ff59e3f14a491&cb=4170177&emid=mmfpndh,
"Acapulco Restaurants, Inc",https://www.manta.com/c/mm2l8k9/acapulco-restaurants-inc,False,2404 Sepulveda Boulevard,Torrance,CA,90501,(310) 530-4882,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.acapulcorestaurants.com&s=75d074567228db96a2cf1077d4da26c2&cb=4170178&emid=mm2l8k9,
Labarca Restaurant,https://www.manta.com/c/mm26lsj/labarca-restaurant,False,2414 South Vermont Avenue,Los Angeles,CA,90007,(323) 735-3520,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.labarcarestaurant.net&s=63ae54223a9dbb619691aeb610408d24&cb=4170178&emid=mm26lsj,
Kathleen's Restaurant Inc,https://www.manta.com/c/mmjs29d/kathleen-s-restaurant-inc,False,595 North Lake Avenue,Pasadena,CA,91101,(626) 578-0722,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.kathleensrestaurant.com&s=222cbdf690b4153c3c64637107f591d4&cb=4170179&emid=mmjs29d,
Claws Restaurant,https://www.manta.com/c/mhwgdhh/claws-restaurant,False,11450 South Street,Cerritos,CA,90703,(562) 860-1514,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.clawsrestaurant.com&s=9dc7233982e5d098ee4356539ddf4049&cb=4170179&emid=mhwgdhh,
Mercedes Restaurant,https://www.manta.com/c/mmpw7cy/mercedes-restaurant,False,1064 East Broadway,Long Beach,CA,90802,(562) 951-5755,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.mercedesrestaurant.com&s=90953f8181e753af0598d9f581eb7dfe&cb=4170180&emid=mmpw7cy,
Gaetano's Restaurant,https://www.manta.com/c/mhb2ywg/gaetano-s-restaurant,False,2731 Pacific Coast Highway,Torrance,CA,90505,(310) 326-3354,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.gaetanosonline.com&s=2bbe510fcaf2134c5328602f397729ab&cb=4170181&emid=mhb2ywg,
Micelis Restaurant,https://www.manta.com/c/mttxw3c/micelis-restaurant,False,1111 North Evergreen Street,Burbank,CA,91505,(818) 556-5477,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.micelisrestaurant.com&s=7eb966aea4cc5f9209dd8b1140c3788b&cb=4170182&emid=mttxw3c,
Hugos Restaurants,https://www.manta.com/c/mhwd2h0/hugos-restaurants,False,616 North Detroit Street,Los Angeles,CA,90036,(323) 692-0800,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.hugosrestaurant.com&s=6b654deb0c194fc097055f965cd6c0e5&cb=4170183&emid=mhwd2h0,
The Park Restaurant,https://www.manta.com/c/mb0rbr9/the-park-restaurant,False,1400 West Sunset Boulevard,Los Angeles,CA,90026,(213) 482-9209,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.thepark1400sunset.com&s=3ecd1bbb9eae65f3d424b422234c5ace&cb=4170184&emid=mb0rbr9,
Grace Restaurant,https://www.manta.com/c/mmpkjbm/grace-restaurant,False,6343 West 6th Street,Los Angeles,CA,90048,(323) 934-4400,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.gracerestaurant.com&s=685ff029c7333d09c35434f5553e0802&cb=4178404&emid=mmpkjbm,
Pimai Restaurant,https://www.manta.com/c/mmj42p9/pimai-restaurant,False,5833 Franklin Avenue,Los Angeles,CA,90028,(323) 461-7841,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.pimaithai.com&s=56d20514957b3e671664627a60cbfcdc&cb=4178404&emid=mmj42p9,
Mazatlan Restaurants,https://www.manta.com/c/mmgfh36/mazatlan-restaurants,False,15722 Lakewood Boulevard,Bellflower,CA,90706,(562) 804-4999,,
Gardenia Restaurant,https://www.manta.com/c/mmj4jfj/gardenia-restaurant,False,7066 Santa Monica Boulevard,West Hollywood,CA,90038,(323) 467-7444,,
Restaurant Spain,https://www.manta.com/c/mmdtlt0/restaurant-spain,False,1866 Glendale Boulevard,Los Angeles,CA,90026,(323) 667-9045,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.restaurantspain.net&s=03b0b1719653a9b1bfc4ac7b31e87490&cb=4178405&emid=mmdtlt0,
Socorro's Restaurant,https://www.manta.com/c/mm5r506/socorro-s-restaurant,False,14657 Victory Boulevard Floor 1,Sherman Oaks,CA,91411,(818) 908-1682,,
Spires Restaurant,https://www.manta.com/c/mmpwvlp/spires-restaurant,False,22327 Wilmington Avenue,Carson,CA,90745,(310) 830-8170,https://www.manta.com/urlverify?redirect=http%3A%2F%2FSpires-Restaurants.com&s=976dd6727fc016a83fb69174914d4993&cb=4178406&emid=mmpwvlp,
Norm's Restaurant,https://www.manta.com/c/mmpbzkg/norm-s-restaurant,False,11001 West Pico Boulevard,Los Angeles,CA,90064,(310) 479-2978,https://www.manta.com/urlverify?redirect=http%3A%2F%2FNormsrestaurants.com&s=8b1c39f522ce5de7c278217cbd1ea479&cb=4178406&emid=mmpbzkg,
Deer Restaurant,https://www.manta.com/c/mtt10jd/deer-restaurant,False,16428 Getty Street,North Hills,CA,91343,(818) 830-8667,,
Lavande Restaurant,https://www.manta.com/c/mt59khj/lavande-restaurant,False,1700 Ocean Avenue,Santa Monica,CA,90401,(310) 576-3181,https://www.manta.com/urlverify?redirect=http%3A%2F%2Floewshotels.com&s=578efd2a84ea37316074dc5b173744b9&cb=4178407&emid=mt59khj,
Zak's Restaurant,https://www.manta.com/c/mry5nwt/zak-s-restaurant,False,570 North Rossmore Avenue 515,Los Angeles,CA,90004,(323) 215-8092,,
Elite Restaurant,https://www.manta.com/c/mhwgw79/elite-restaurant,False,13725 Victory Boulevard,Van Nuys,CA,91401,(818) 988-0131,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.eliterestaurantvannuys.com&s=0534b1763218cabbf9877e1776eff834&cb=4178408&emid=mhwgw79,
Reyna Restaurant,https://www.manta.com/c/mhqhpnw/reyna-restaurant,False,1682 East Vernon Avenue,Los Angeles,CA,90011,(323) 325-7443,,
Blacksmith Restaurant,https://www.manta.com/c/mhqlbdq/blacksmith-restaurant,False,117 Winston Street,Los Angeles,CA,90013,(213) 436-2851,,
Karas Restaurants LLC,https://www.manta.com/c/mhzxhkf/karas-restaurants-llc,False,158 South Brand Boulevard,Glendale,CA,91204,(818) 484-8489,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.karasusa.com&s=7cab9b6ebd2d7148fd343fca6b1d80a4&cb=4178409&emid=mhzxhkf,
Shahnawaz Restaurant,https://www.manta.com/c/mhbjy3c/shahnawaz-restaurant,False,18728 Pioneer Boulevard,Artesia,CA,90701,(951) 271-0350,,
Maxim Restaurant,https://www.manta.com/c/mhbkz7s/maxim-restaurant,False,531 North Fairfax Avenue,Los Angeles,CA,90036,(323) 653-7820,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.maximrestaurant.com&s=b21bfa0fe6b8da3e9398f3d0e81f5da0&cb=4178409&emid=mhbkz7s,
Lido Restaurant,https://www.manta.com/c/mt9zhp6/lido-restaurant,False,9100 Long Beach Boulevard,South Gate,CA,90280,(323) 564-5436,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.lidorestaurant.com&s=ab763c2ab11467c128de9d5ddbff269d&cb=4178410&emid=mt9zhp6,
Juanita's Restaurant,https://www.manta.com/c/mtrqs6g/juanita-s-restaurant,False,312 West 7th Street,Los Angeles,CA,90014,(213) 244-9616,,
Restaurant Miura,https://www.manta.com/c/mm8jkrr/restaurant-miura,False,2040 Pacific Coast Highway L,Lomita,CA,90717,(310) 325-1461,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fmayurala.com&s=71ed6de7be05cb9be5c03d873808c354&cb=4178410&emid=mm8jkrr,
Tampopo Restaurant,https://www.manta.com/c/mm0btc6/tampopo-restaurant,False,15462 South Wilton Place # 102,Gardena,CA,90249,(310) 323-7882,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.tampoporestaurant.com&s=29038a6d0bc72ba455af097f75694ddd&cb=4178411&emid=mm0btc6,
Bohemian Restaurant,https://www.manta.com/c/mmft5dq/bohemian-restaurant,False,3451 West 6th Street,Los Angeles,CA,90020,(213) 487-6155,,
Sterling's Restaurant,https://www.manta.com/c/mmgxypp/sterling-s-restaurant,False,2121 West Williams Street,Long Beach,CA,90810,(323) 605-4503,,
Dara Restaurant,https://www.manta.com/c/mbywc7f/dara-restaurant,False,1223 East Anaheim Street,Long Beach,CA,90813,(562) 218-7119,,
Kinaree Restaurant,https://www.manta.com/c/mmbqj6q/kinaree-restaurant,False,1253 North La Brea Avenue,West Hollywood,CA,90038,(323) 969-8611,https://www.manta.com/urlverify?redirect=http%3A%2F%2FKinareethaibistro.com&s=6f1d32a62b7b44567d782280534bf08a&cb=4178412&emid=mmbqj6q,
Restaurant Piknic,https://www.manta.com/c/mby037f/restaurant-piknic,False,13020 Pacific Promenade # 1,Playa Vista,CA,90094,(310) 496-3967,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.piknic.us&s=57c8380ef0ed111dfc126ef8e56dea10&cb=4178412&emid=mby037f,
Joeun Restaurant,https://www.manta.com/c/mby1qzs/joeun-restaurant,False,210 East Olympic Boulevard # 127,Los Angeles,CA,90015,(213) 749-2345,,
Joey's Restaurant,https://www.manta.com/c/mm79lhx/joey-s-restaurant,False,6001 Hooper Avenue,Los Angeles,CA,90001,(323) 234-5722,https://www.manta.com/urlverify?redirect=http%3A%2F%2FJoeysrestaurant.com&s=f06f3d185c1d95c933d34f4860e3cd6b&cb=4178413&emid=mm79lhx,
Texis Restaurant,https://www.manta.com/c/mmjll1k/texis-restaurant,False,266 South Normandie Avenue,Los Angeles,CA,90004,(213) 384-4575,,
Iccho Restaurant,https://www.manta.com/c/mm0ssln/iccho-restaurant,False,25310 Crenshaw Boulevard,Torrance,CA,90505,(310) 325-7273,,
Kundaeji Restaurant,https://www.manta.com/c/mm4mmtx/kundaeji-restaurant,False,15852 Halliburton Road,Hacienda Heights,CA,91745,(626) 333-1733,,
Delia's Restaurant,https://www.manta.com/c/mm599t0/delia-s-restaurant,False,860 East Carson Street # 121,Carson,CA,90745,(310) 830-7288,,
Chueasco Restaurant,https://www.manta.com/c/mtr3zb6/chueasco-restaurant,False,11220 Laurel Canyon Boulevard,San Fernando,CA,91340,(818) 361-7408,,
Cities Restaurant,https://www.manta.com/c/mr0v3ps/cities-restaurant,False,4512 East Cesar East Chavez Avenue,Los Angeles,CA,90022,(323) 526-4555,https://www.manta.com/urlverify?redirect=http%3A%2F%2Fwww.citiesflavor.com&s=b0d0979d337f6c61fade2ecab705735a&cb=4178414&emid=mr0v3ps,
